Invoice_ID,City,Customer_type,Gender,Product_line,Quantity,Date
787-87-2010,Yangon,Member,Male,Health and beauty,4,1/20/2019
585-11-6748,Mandalay,Member,Male,Sports and travel,3,3/15/2019
801-88-0346,Naypyitaw,Normal,Female,Fashion accessories,3,01/05/2019
190-14-3147,Mandalay,Normal,Female,Health and beauty,4,2/23/2019
394-30-3170,Mandalay,Member,Female,Sports and travel,8,3/22/2019
886-54-6089,Yangon,Normal,Female,Home and lifestyle,6,1/15/2019
585-03-5943,Mandalay,Normal,Male,Health and beauty,10,3/13/2019
759-98-4285,Naypyitaw,Member,Female,Health and beauty,7,2/27/2019
201-63-8275,Naypyitaw,Member,Female,Sports and travel,7,2/17/2019
471-06-8611,Naypyitaw,Normal,Female,Food and beverages,1,02/06/2019
200-16-5952,Naypyitaw,Member,Male,Food and beverages,2,1/17/2019
378-07-7001,Mandalay,Member,Male,Electronic accessories,3,02/10/2019
102-77-2261,Naypyitaw,Member,Male,Health and beauty,7,03/05/2019
316-55-4634,Mandalay,Member,Male,Food and beverages,5,1/26/2019
102-06-2002,Naypyitaw,Member,Male,Sports and travel,5,3/20/2019
207-73-1363,Mandalay,Normal,Male,Health and beauty,2,03/01/2019
629-42-4133,Naypyitaw,Normal,Male,Health and beauty,8,2/19/2019
534-53-3526,Yangon,Normal,Female,Sports and travel,4,02/11/2019
307-04-2070,Yangon,Member,Female,Fashion accessories,1,02/05/2019
468-99-7231,Naypyitaw,Normal,Female,Home and lifestyle,8,03/03/2019
516-77-6464,Naypyitaw,Member,Female,Health and beauty,5,2/24/2019
404-91-5964,Yangon,Normal,Male,Electronic accessories,7,02/04/2019
886-77-9084,Naypyitaw,Normal,Male,Electronic accessories,8,2/19/2019
790-38-4466,Naypyitaw,Normal,Female,Health and beauty,5,1/23/2019
704-10-4056,Naypyitaw,Member,Male,Health and beauty,3,1/14/2019
497-37-6538,Yangon,Normal,Male,Sports and travel,7,1/17/2019
651-96-5970,Yangon,Normal,Male,Fashion accessories,1,03/03/2019
400-80-4065,Naypyitaw,Member,Male,Health and beauty,4,2/15/2019
528-87-5606,Mandalay,Member,Female,Electronic accessories,1,02/12/2019
263-12-5321,Yangon,Member,Male,Electronic accessories,7,2/27/2019
702-72-0487,Yangon,Normal,Female,Electronic accessories,2,2/26/2019
744-16-7898,Mandalay,Normal,Female,Home and lifestyle,10,1/15/2019
443-60-9639,Naypyitaw,Member,Female,Home and lifestyle,1,1/24/2019
864-24-7918,Yangon,Member,Female,Sports and travel,10,2/22/2019
842-40-8179,Mandalay,Member,Female,Food and beverages,10,02/11/2019
401-09-4232,Naypyitaw,Member,Male,Home and lifestyle,5,02/11/2019
227-78-1148,Mandalay,Normal,Female,Fashion accessories,7,2/15/2019
324-41-6833,Naypyitaw,Member,Female,Electronic accessories,8,03/03/2019
474-33-8305,Naypyitaw,Member,Male,Fashion accessories,7,3/23/2019
759-29-9521,Yangon,Member,Female,Fashion accessories,9,03/04/2019
359-94-5395,Mandalay,Normal,Male,Health and beauty,1,3/15/2019
220-68-6701,Yangon,Normal,Female,Home and lifestyle,4,3/17/2019
618-34-8551,Yangon,Normal,Female,Sports and travel,2,1/16/2019
257-60-7754,Yangon,Normal,Female,Electronic accessories,4,01/08/2019
642-30-6693,Mandalay,Normal,Female,Sports and travel,6,3/17/2019
189-55-2313,Naypyitaw,Normal,Female,Fashion accessories,10,1/31/2019
889-04-9723,Mandalay,Member,Female,Food and beverages,4,01/07/2019
380-60-5336,Yangon,Normal,Female,Electronic accessories,10,2/24/2019
815-04-6282,Naypyitaw,Member,Female,Sports and travel,5,02/08/2019
674-56-6360,Yangon,Normal,Male,Electronic accessories,1,3/22/2019
778-34-2523,Yangon,Member,Female,Electronic accessories,8,1/24/2019
487-79-6868,Mandalay,Member,Female,Home and lifestyle,9,3/26/2019
477-59-2456,Naypyitaw,Normal,Female,Fashion accessories,7,1/23/2019
832-51-6761,Yangon,Normal,Male,Food and beverages,8,1/19/2019
548-46-9322,Mandalay,Normal,Male,Food and beverages,10,2/20/2019
210-57-1719,Mandalay,Normal,Female,Health and beauty,9,02/05/2019
727-46-3608,Mandalay,Member,Female,Food and beverages,9,02/06/2019
186-43-8965,Yangon,Member,Female,Home and lifestyle,2,2/24/2019
784-21-9238,Naypyitaw,Member,Male,Sports and travel,1,02/07/2019
276-75-6884,Yangon,Normal,Female,Health and beauty,3,03/04/2019
110-48-7033,Mandalay,Member,Male,Fashion accessories,4,1/29/2019
569-76-2760,Yangon,Member,Female,Sports and travel,4,1/29/2019
307-85-2293,Mandalay,Normal,Male,Home and lifestyle,5,03/07/2019
760-53-9233,Yangon,Member,Male,Fashion accessories,3,3/26/2019
538-22-0304,Naypyitaw,Normal,Male,Electronic accessories,10,3/24/2019
416-17-9926,Yangon,Member,Female,Electronic accessories,10,01/01/2019
237-44-6163,Yangon,Normal,Male,Electronic accessories,8,1/24/2019
437-58-8131,Mandalay,Normal,Female,Fashion accessories,2,1/15/2019
490-95-0021,Mandalay,Member,Female,Food and beverages,10,01/08/2019
528-14-9470,Yangon,Member,Male,Health and beauty,1,2/14/2019
701-69-8742,Mandalay,Normal,Male,Sports and travel,10,3/16/2019
807-34-3742,Yangon,Normal,Male,Fashion accessories,1,3/26/2019
288-62-1085,Yangon,Member,Male,Fashion accessories,5,01/09/2019
891-01-7034,Mandalay,Normal,Female,Electronic accessories,6,01/01/2019
660-29-7083,Naypyitaw,Normal,Male,Electronic accessories,10,1/15/2019
271-77-8740,Naypyitaw,Member,Female,Sports and travel,6,01/01/2019
497-36-0989,Yangon,Normal,Male,Fashion accessories,3,2/15/2019
468-01-2051,Mandalay,Normal,Male,Food and beverages,7,03/06/2019
860-73-6466,Yangon,Member,Female,Sports and travel,2,03/02/2019
549-23-9016,Naypyitaw,Member,Female,Food and beverages,2,2/13/2019
896-34-0956,Yangon,Normal,Male,Fashion accessories,1,1/26/2019
804-38-3935,Yangon,Member,Male,Electronic accessories,3,1/30/2019
585-90-0249,Yangon,Member,Male,Electronic accessories,1,1/27/2019
862-29-5914,Naypyitaw,Normal,Female,Sports and travel,1,1/30/2019
845-94-6841,Naypyitaw,Member,Female,Food and beverages,9,01/08/2019
125-45-2293,Yangon,Normal,Female,Fashion accessories,6,1/19/2019
843-73-4724,Yangon,Normal,Male,Fashion accessories,1,1/25/2019
409-33-9708,Yangon,Normal,Female,Fashion accessories,2,2/19/2019
658-66-3967,Naypyitaw,Normal,Male,Health and beauty,7,1/14/2019
866-70-2814,Mandalay,Normal,Female,Electronic accessories,10,2/25/2019
160-22-2687,Yangon,Member,Female,Health and beauty,5,1/23/2019
857-67-9057,Mandalay,Normal,Male,Electronic accessories,10,02/06/2019
533-33-5337,Mandalay,Normal,Male,Electronic accessories,10,02/07/2019
748-45-2862,Yangon,Member,Female,Home and lifestyle,4,03/07/2019
709-58-4068,Mandalay,Normal,Female,Fashion accessories,10,2/28/2019
316-66-3011,Yangon,Member,Female,Food and beverages,9,1/23/2019
848-95-6252,Naypyitaw,Member,Female,Home and lifestyle,1,2/20/2019
840-76-5966,Yangon,Member,Male,Sports and travel,2,01/08/2019
303-96-2227,Mandalay,Normal,Female,Home and lifestyle,10,03/02/2019
775-72-1988,Mandalay,Normal,Male,Home and lifestyle,5,1/24/2019
124-31-1458,Yangon,Member,Female,Electronic accessories,3,01/08/2019
176-78-1170,Naypyitaw,Member,Male,Health and beauty,3,1/26/2019
710-46-4433,Mandalay,Member,Female,Food and beverages,9,2/15/2019
101-81-4070,Naypyitaw,Member,Female,Health and beauty,2,1/17/2019
631-34-1880,Naypyitaw,Member,Male,Food and beverages,3,01/08/2019
852-82-2749,Yangon,Normal,Male,Sports and travel,4,01/06/2019
873-14-6353,Yangon,Member,Male,Food and beverages,7,2/16/2019
584-66-4073,Naypyitaw,Normal,Male,Fashion accessories,1,3/13/2019
701-23-5550,Mandalay,Member,Male,Home and lifestyle,4,3/19/2019
166-19-2553,Yangon,Member,Male,Sports and travel,6,1/18/2019
737-88-5876,Yangon,Member,Male,Home and lifestyle,4,3/19/2019
154-87-7367,Naypyitaw,Normal,Male,Home and lifestyle,8,3/15/2019
885-56-0389,Naypyitaw,Member,Male,Fashion accessories,1,02/12/2019
640-49-2076,Mandalay,Normal,Male,Sports and travel,8,01/10/2019
448-61-3783,Yangon,Normal,Female,Electronic accessories,8,3/21/2019
322-02-2271,Mandalay,Normal,Female,Sports and travel,3,02/03/2019
576-31-4774,Mandalay,Normal,Female,Health and beauty,3,03/02/2019
115-38-7388,Naypyitaw,Member,Female,Fashion accessories,8,3/30/2019
115-99-4379,Mandalay,Member,Female,Fashion accessories,7,3/14/2019
291-55-6563,Yangon,Member,Female,Home and lifestyle,6,3/30/2019
548-48-3156,Yangon,Member,Female,Food and beverages,2,3/19/2019
460-93-5834,Yangon,Normal,Male,Sports and travel,7,1/13/2019
325-89-4209,Yangon,Member,Male,Food and beverages,1,02/05/2019
884-80-6021,Yangon,Member,Female,Electronic accessories,10,3/23/2019
137-74-8729,Naypyitaw,Normal,Female,Fashion accessories,8,3/13/2019
880-46-5796,Yangon,Member,Male,Sports and travel,10,3/17/2019
389-70-2397,Naypyitaw,Normal,Female,Health and beauty,5,2/21/2019
343-75-9322,Mandalay,Member,Female,Sports and travel,8,01/09/2019
607-76-6216,Naypyitaw,Member,Female,Fashion accessories,5,03/02/2019
851-98-3555,Mandalay,Normal,Female,Health and beauty,5,3/24/2019
152-03-4217,Mandalay,Normal,Female,Home and lifestyle,9,3/17/2019
869-11-3082,Mandalay,Member,Male,Health and beauty,4,1/27/2019
781-84-8059,Naypyitaw,Normal,Male,Fashion accessories,7,1/18/2019
409-49-6995,Naypyitaw,Member,Female,Food and beverages,6,02/05/2019
725-54-0677,Naypyitaw,Member,Male,Health and beauty,7,03/02/2019
146-09-5432,Yangon,Member,Male,Food and beverages,9,02/09/2019
377-79-7592,Naypyitaw,Member,Female,Electronic accessories,9,1/14/2019
282-35-2475,Mandalay,Normal,Female,Sports and travel,2,3/25/2019
595-94-9924,Yangon,Member,Female,Health and beauty,5,3/26/2019
865-41-9075,Yangon,Normal,Male,Food and beverages,7,1/28/2019
545-07-8534,Naypyitaw,Normal,Female,Health and beauty,2,2/14/2019
118-62-1812,Naypyitaw,Member,Female,Home and lifestyle,4,3/24/2019
450-42-3339,Naypyitaw,Normal,Male,Health and beauty,10,02/09/2019
826-58-8051,Mandalay,Normal,Male,Home and lifestyle,4,01/06/2019
186-71-5196,Yangon,Member,Female,Food and beverages,2,3/27/2019
277-63-2961,Mandalay,Member,Male,Sports and travel,1,02/03/2019
766-85-7061,Mandalay,Normal,Male,Health and beauty,10,3/29/2019
151-27-8496,Naypyitaw,Normal,Female,Electronic accessories,4,1/19/2019
453-33-6436,Yangon,Normal,Female,Home and lifestyle,8,02/07/2019
522-57-8364,Yangon,Member,Male,Fashion accessories,8,1/31/2019
459-45-2396,Yangon,Member,Female,Food and beverages,3,2/25/2019
717-96-4189,Naypyitaw,Normal,Female,Electronic accessories,6,02/02/2019
722-13-2115,Naypyitaw,Member,Male,Sports and travel,1,3/14/2019
749-81-8133,Yangon,Normal,Female,Fashion accessories,4,03/11/2019
525-09-8450,Mandalay,Normal,Male,Electronic accessories,10,1/31/2019
299-29-0180,Mandalay,Member,Female,Home and lifestyle,7,03/09/2019
246-55-6923,Naypyitaw,Member,Female,Home and lifestyle,9,03/10/2019
320-85-2052,Mandalay,Normal,Female,Sports and travel,1,1/14/2019
838-02-1821,Naypyitaw,Member,Female,Home and lifestyle,2,2/22/2019
887-42-0517,Naypyitaw,Normal,Female,Sports and travel,7,01/10/2019
457-12-0244,Naypyitaw,Member,Female,Sports and travel,6,3/14/2019
569-71-4390,Mandalay,Normal,Male,Sports and travel,2,1/25/2019
172-42-8274,Mandalay,Normal,Female,Electronic accessories,2,03/02/2019
397-25-8725,Yangon,Member,Female,Health and beauty,9,1/13/2019
210-30-7976,Mandalay,Member,Female,Fashion accessories,4,3/14/2019
427-45-9297,Mandalay,Member,Female,Home and lifestyle,7,03/12/2019
847-38-7188,Mandalay,Normal,Female,Food and beverages,3,1/26/2019
756-93-1854,Naypyitaw,Member,Female,Fashion accessories,2,02/02/2019
243-55-8457,Yangon,Normal,Female,Food and beverages,10,2/27/2019
458-10-8612,Naypyitaw,Normal,Male,Health and beauty,7,1/20/2019
347-72-6115,Mandalay,Member,Female,Sports and travel,7,1/16/2019
235-06-8510,Naypyitaw,Member,Male,Home and lifestyle,3,1/24/2019
433-08-7822,Naypyitaw,Normal,Female,Health and beauty,7,01/05/2019
361-85-2571,Yangon,Normal,Female,Sports and travel,5,3/30/2019
131-70-8179,Yangon,Member,Female,Health and beauty,3,2/17/2019
500-02-2261,Naypyitaw,Normal,Female,Food and beverages,6,3/21/2019
720-72-2436,Yangon,Normal,Male,Food and beverages,4,03/02/2019
702-83-5291,Naypyitaw,Member,Male,Fashion accessories,9,3/27/2019
809-69-9497,Yangon,Normal,Female,Home and lifestyle,10,1/19/2019
449-16-6770,Yangon,Normal,Male,Health and beauty,5,2/19/2019
333-23-2632,Yangon,Member,Male,Health and beauty,7,3/28/2019
489-82-1237,Yangon,Normal,Female,Electronic accessories,7,01/05/2019
859-97-6048,Naypyitaw,Member,Male,Electronic accessories,2,3/26/2019
438-01-4015,Mandalay,Member,Female,Sports and travel,4,3/21/2019
373-88-1424,Naypyitaw,Member,Male,Home and lifestyle,5,02/06/2019
305-14-0245,Mandalay,Member,Female,Home and lifestyle,8,03/03/2019
239-36-3640,Mandalay,Normal,Male,Electronic accessories,6,1/31/2019
401-18-8016,Mandalay,Member,Female,Sports and travel,1,1/21/2019
686-41-0932,Mandalay,Normal,Female,Fashion accessories,2,3/13/2019
784-08-0310,Naypyitaw,Member,Female,Food and beverages,4,1/13/2019
624-01-8356,Mandalay,Normal,Female,Home and lifestyle,10,1/27/2019
846-10-0341,Yangon,Normal,Female,Fashion accessories,7,01/06/2019
577-34-7579,Naypyitaw,Member,Male,Food and beverages,9,01/10/2019
862-17-9201,Mandalay,Normal,Female,Food and beverages,6,1/29/2019
867-47-1948,Naypyitaw,Normal,Female,Home and lifestyle,10,01/09/2019
384-59-6655,Yangon,Member,Female,Food and beverages,9,2/19/2019
256-58-3609,Naypyitaw,Member,Male,Fashion accessories,1,3/18/2019
324-92-3863,Yangon,Member,Male,Electronic accessories,2,02/05/2019
593-08-5916,Yangon,Normal,Female,Fashion accessories,1,3/19/2019
364-34-2972,Naypyitaw,Member,Male,Electronic accessories,3,3/30/2019
752-23-3760,Mandalay,Member,Female,Sports and travel,7,2/19/2019
627-95-3243,Mandalay,Member,Female,Home and lifestyle,9,02/04/2019
558-60-5016,Yangon,Normal,Female,Home and lifestyle,9,03/04/2019
195-06-0432,Yangon,Member,Male,Home and lifestyle,3,1/13/2019
605-03-2706,Yangon,Normal,Female,Health and beauty,3,3/25/2019
387-49-4215,Mandalay,Member,Female,Sports and travel,3,01/08/2019
145-94-9061,Mandalay,Normal,Female,Food and beverages,5,1/25/2019
549-03-9315,Mandalay,Normal,Male,Fashion accessories,8,02/12/2019
777-82-7220,Mandalay,Member,Male,Home and lifestyle,8,03/03/2019
531-56-4728,Yangon,Normal,Male,Home and lifestyle,3,02/11/2019
744-82-9138,Naypyitaw,Normal,Male,Fashion accessories,2,02/07/2019
438-23-1242,Mandalay,Normal,Male,Electronic accessories,7,1/24/2019
221-25-5073,Yangon,Normal,Female,Food and beverages,4,03/04/2019
830-58-2383,Mandalay,Normal,Male,Home and lifestyle,4,02/08/2019
327-40-9673,Mandalay,Member,Male,Sports and travel,6,1/13/2019
268-03-6164,Mandalay,Normal,Male,Health and beauty,1,1/25/2019
728-47-9078,Naypyitaw,Member,Male,Food and beverages,4,1/19/2019
809-46-1866,Yangon,Normal,Male,Health and beauty,4,1/23/2019
139-32-4183,Yangon,Member,Female,Sports and travel,9,3/14/2019
148-41-7930,Naypyitaw,Normal,Male,Health and beauty,7,1/23/2019
189-40-5216,Naypyitaw,Normal,Male,Electronic accessories,7,01/09/2019
785-13-7708,Mandalay,Normal,Male,Food and beverages,7,1/14/2019
670-79-6321,Mandalay,Member,Female,Home and lifestyle,7,1/17/2019
593-14-4239,Mandalay,Normal,Female,Home and lifestyle,8,03/05/2019
267-62-7380,Naypyitaw,Member,Male,Electronic accessories,10,3/29/2019
173-82-9529,Mandalay,Normal,Female,Fashion accessories,10,1/26/2019
886-18-2897,Yangon,Normal,Female,Food and beverages,5,3/22/2019
608-96-3517,Mandalay,Member,Female,Fashion accessories,4,3/23/2019
745-74-0715,Yangon,Normal,Male,Electronic accessories,2,03/10/2019
716-39-1409,Mandalay,Normal,Male,Health and beauty,7,3/19/2019
652-49-6720,Naypyitaw,Member,Female,Electronic accessories,1,2/18/2019
233-67-5758,Naypyitaw,Normal,Male,Health and beauty,1,1/29/2019
743-04-1105,Mandalay,Member,Male,Health and beauty,9,3/18/2019
727-02-1313,Yangon,Member,Male,Food and beverages,1,03/12/2019
347-56-2442,Yangon,Normal,Male,Home and lifestyle,1,2/22/2019
849-09-3807,Yangon,Member,Female,Fashion accessories,7,2/18/2019
