Invoice_ID,City,Date,Payment,cogs,Profit,Unit_price,Total
556-41-6224,Naypyitaw,2/15/2019,Credit card,269.12,297.16,33.64,282.576
811-03-8790,Yangon,03/01/2019,Credit card,454.8,387.36,45.48,477.54
509-10-0516,Mandalay,02/09/2019,Ewallet,375.84,480.87,45.97,193.074
542-41-0513,Mandalay,3/15/2019,Cash,378.3,484.2,57.49,241.458
274-05-5470,Yangon,2/23/2019,Cash,293.88,549.6,73.47,308.574
648-94-3045,Naypyitaw,02/07/2019,Ewallet,589.5,170.4,58.95,618.975
130-67-4723,Yangon,01/11/2019,Ewallet,291,585.6,48.5,305.55
241-72-9525,Mandalay,2/16/2019,Cash,378.9,484.44,51.91,545.055
692-92-5582,Mandalay,2/20/2019,Credit card,379.5,484.65,54.84,172.746
370-96-0655,Naypyitaw,01/09/2019,Ewallet,295.92,743.07,49.32,310.716
105-10-6182,Yangon,2/27/2019,Ewallet,42.96,615.24,21.48,45.108
790-29-1172,Mandalay,03/10/2019,Credit card,382.16,485.3,57.34,180.621
770-42-8960,Mandalay,01/01/2019,Cash,382.56,487.76,21.12,177.408
868-81-1752,Mandalay,02/07/2019,Cash,383.11,490.59,22.02,208.089
648-83-1321,Yangon,1/16/2019,Cash,635.6,149.94,63.56,667.38
173-57-2300,Naypyitaw,3/13/2019,Cash,145.76,69.66,72.88,153.048
305-03-2383,Yangon,2/15/2019,Cash,201.3,461.13,67.1,211.365
394-55-6384,Naypyitaw,1/25/2019,Cash,631.71,379.27,70.19,663.2955
266-20-6657,Naypyitaw,03/12/2019,Ewallet,385.28,314.01,55.04,404.544
689-05-1884,Yangon,03/04/2019,Cash,486.3,52,48.63,510.615
196-01-2849,Naypyitaw,02/10/2019,Cash,513.66,299.46,73.38,539.343
372-62-5264,Naypyitaw,1/16/2019,Cash,473.4,425.6,52.6,497.07
800-09-8606,Yangon,1/29/2019,Cash,436.85,230.2,87.37,458.6925
182-52-7000,Yangon,01/01/2019,Ewallet,108.16,572.55,27.04,113.568
477-24-6490,Mandalay,2/26/2019,Ewallet,384.64,493.74,99.71,628.173
868-06-0466,Yangon,2/19/2019,Credit card,626.22,956.12,69.58,657.531
751-41-9720,Naypyitaw,01/12/2019,Ewallet,975,234.08,97.5,1023.75
626-43-7888,Naypyitaw,02/07/2019,Ewallet,483.28,276.98,60.41,507.444
134-54-4720,Mandalay,1/30/2019,Ewallet,385.38,494.7,42.42,356.328
574-80-1489,Mandalay,2/25/2019,Ewallet,390.96,495.9,62.85,263.97
139-20-0155,Mandalay,1/24/2019,Credit card,391.79,497.6,40.3,423.15
186-79-9562,Mandalay,3/29/2019,Cash,395.46,500.98,71.77,527.5095
433-75-6987,Mandalay,03/05/2019,Ewallet,399,502.8,55.97,411.3795
817-69-8206,Mandalay,03/02/2019,Credit card,400.25,504.92,99.73,942.4485
162-65-8559,Naypyitaw,1/21/2019,Cash,68.98,174.9,68.98,72.429
760-27-5490,Naypyitaw,1/20/2019,Ewallet,124.96,408.61,15.62,131.208
445-30-9252,Yangon,1/17/2019,Ewallet,77.1,255.42,25.7,80.955
786-94-2700,Yangon,2/28/2019,Cash,483.72,900.98,80.62,507.906
728-88-7867,Naypyitaw,3/19/2019,Ewallet,302.12,258.72,75.53,317.226
183-21-3799,Naypyitaw,2/19/2019,Ewallet,698.67,54.2,77.63,733.6035
268-20-3585,Naypyitaw,02/04/2019,Ewallet,124.65,179.76,13.85,130.8825
735-32-9839,Naypyitaw,1/31/2019,Ewallet,789.6,449.25,98.7,829.08
258-92-7466,Yangon,02/06/2019,Credit card,178.4,351.12,35.68,187.32
857-16-3520,Yangon,3/28/2019,Ewallet,500.22,868.17,71.46,525.231
482-17-1179,Yangon,1/19/2019,Credit card,35.82,643.8,11.94,37.611
788-21-5741,Yangon,2/17/2019,Credit card,136.14,174.08,45.38,142.947
244-08-0162,Mandalay,01/02/2019,Cash,403,505.23,34.21,359.205
479-26-8945,Mandalay,02/05/2019,Ewallet,410.2,505.58,16.49,34.629
678-79-0726,Naypyitaw,1/18/2019,Cash,815.67,800.66,90.63,856.4535
370-41-7321,Mandalay,2/27/2019,Credit card,410.9,509.4,56.69,535.7205
592-46-1692,Naypyitaw,01/11/2019,Cash,257.39,426,36.77,270.2595
895-03-6665,Mandalay,2/16/2019,Cash,414.4,510,36.51,345.0195
149-14-0304,Naypyitaw,02/06/2019,Cash,228,92.54,28.5,239.4
442-44-6497,Naypyitaw,01/08/2019,Credit card,166.71,480.9,55.57,175.0455
109-28-2512,Mandalay,01/07/2019,Ewallet,414.72,510.4,97.61,614.943
210-74-9613,Naypyitaw,3/16/2019,Ewallet,389.04,893.76,97.26,408.492
174-75-0888,Mandalay,3/14/2019,Cash,418.95,511.83,21.58,203.931
247-11-2470,Yangon,03/01/2019,Credit card,89.28,582.08,22.32,93.744
635-28-5728,Yangon,2/28/2019,Ewallet,168,993.3,56,176.4
756-49-0168,Yangon,02/08/2019,Ewallet,19.7,252.9,19.7,20.685
311-13-6971,Mandalay,2/20/2019,Credit card,420.56,512.88,31.99,335.895
837-55-7229,Mandalay,2/22/2019,Credit card,425.68,517.56,47.44,49.812
607-65-2441,Naypyitaw,03/10/2019,Credit card,819.5,307.78,81.95,860.475
386-27-7606,Naypyitaw,3/23/2019,Credit card,568.4,199.95,81.2,596.82
137-63-5492,Naypyitaw,1/29/2019,Ewallet,587.6,443.08,58.76,616.98
346-84-3103,Mandalay,03/02/2019,Cash,434.56,518.35,13.22,69.405
805-86-0265,Yangon,3/20/2019,Cash,845.64,325.28,93.96,887.922
733-29-1227,Naypyitaw,3/23/2019,Cash,389.27,223.36,55.61,408.7335
451-73-2711,Naypyitaw,1/14/2019,Ewallet,84.83,174.57,84.83,89.0715
373-14-0504,Yangon,02/12/2019,Ewallet,143.26,252,71.63,150.423
546-80-2899,Yangon,2/20/2019,Ewallet,75.38,203.5,37.69,79.149
345-68-9016,Naypyitaw,01/02/2019,Credit card,253.36,232.64,31.67,266.028
390-17-5806,Naypyitaw,02/02/2019,Cash,38.42,143.28,38.42,40.341
734-91-1155,Mandalay,3/26/2019,Credit card,435.6,519.12,45.71,143.9865
664-14-2882,Naypyitaw,1/30/2019,Credit card,52.65,196.08,10.53,55.2825
291-21-5991,Mandalay,3/29/2019,Cash,441.8,519.39,61.29,321.7725
314-23-4520,Naypyitaw,1/15/2019,Cash,568.61,386.08,81.23,597.0405
843-01-4703,Mandalay,01/05/2019,Credit card,448.26,522.75,35.38,334.341
585-86-8361,Yangon,02/03/2019,Credit card,136.4,190.68,27.28,143.22
807-14-7833,Yangon,2/22/2019,Ewallet,174.2,214.34,17.42,182.91
608-04-3797,Mandalay,03/05/2019,Ewallet,448.56,526.03,25.32,212.688
288-38-3758,Naypyitaw,1/25/2019,Ewallet,254.61,697.84,84.87,267.3405
652-43-6591,Yangon,03/09/2019,Credit card,778.32,380.65,97.29,817.236
656-16-1063,Mandalay,01/04/2019,Credit card,451.76,527.67,46.42,146.223
406-46-7107,Yangon,01/11/2019,Cash,579.12,249.09,96.52,608.076
250-17-5703,Yangon,2/27/2019,Ewallet,188.5,101.55,18.85,197.925
156-95-3964,Yangon,3/25/2019,Ewallet,221.56,80.85,55.39,232.638
578-80-7669,Mandalay,3/16/2019,Cash,461.8,528.31,74.97,78.7185
733-01-9107,Mandalay,03/05/2019,Cash,461.94,531,82.7,521.01
410-67-1709,Yangon,1/20/2019,Ewallet,511.04,132.64,63.88,536.592
587-73-4862,Yangon,3/26/2019,Ewallet,53.45,462.33,10.69,56.1225
787-87-2010,Yangon,1/20/2019,Credit card,222,760.11,55.5,233.1
585-11-6748,Mandalay,3/15/2019,Cash,463.28,533.91,96.8,304.92
801-88-0346,Naypyitaw,01/05/2019,Credit card,228.18,666.05,76.06,239.589
190-14-3147,Mandalay,2/23/2019,Ewallet,470.65,536.75,17.97,75.474
394-30-3170,Mandalay,3/22/2019,Credit card,479.58,547.2,88.43,742.812
886-54-6089,Yangon,1/15/2019,Cash,68.58,219.35,11.43,72.009
585-03-5943,Mandalay,3/13/2019,Ewallet,488.79,547.36,18.11,190.155
759-98-4285,Naypyitaw,2/27/2019,Credit card,601.09,189.38,85.87,631.1445
201-63-8275,Naypyitaw,2/17/2019,Ewallet,475.93,119.1,67.99,499.7265
471-06-8611,Naypyitaw,02/06/2019,Credit card,52.42,201.19,52.42,55.041
200-16-5952,Naypyitaw,1/17/2019,Cash,131.3,601.6,65.65,137.865
378-07-7001,Mandalay,02/10/2019,Credit card,490.1,560.01,48.09,151.4835
102-77-2261,Naypyitaw,03/05/2019,Credit card,457.17,379.62,65.31,480.0285
316-55-4634,Mandalay,1/26/2019,Credit card,495.63,564.8,80.05,420.2625
102-06-2002,Naypyitaw,3/20/2019,Cash,126.25,182.24,25.25,132.5625
207-73-1363,Mandalay,03/01/2019,Ewallet,496,567.84,69.51,145.971
629-42-4133,Naypyitaw,2/19/2019,Cash,174.4,604.48,21.8,183.12
534-53-3526,Yangon,02/11/2019,Ewallet,379.04,790.56,94.76,397.992
307-04-2070,Yangon,02/05/2019,Credit card,30.62,705.28,30.62,32.151
468-99-7231,Naypyitaw,03/03/2019,Cash,352.08,1010.52,44.01,369.684
516-77-6464,Naypyitaw,2/24/2019,Ewallet,50.8,576.18,10.16,53.34
404-91-5964,Yangon,02/04/2019,Credit card,522.06,154.88,74.58,548.163
886-77-9084,Naypyitaw,2/19/2019,Ewallet,575.12,268.05,71.89,603.876
790-38-4466,Naypyitaw,1/23/2019,Credit card,54.95,313.5,10.99,57.6975
704-10-4056,Naypyitaw,1/14/2019,Credit card,181.41,663.78,60.47,190.4805
497-37-6538,Yangon,1/17/2019,Ewallet,412.37,233.4,58.91,432.9885
651-96-5970,Yangon,03/03/2019,Credit card,46.41,349.47,46.41,48.7305
400-80-4065,Naypyitaw,2/15/2019,Credit card,274.2,479.26,68.55,287.91
528-87-5606,Mandalay,02/12/2019,Cash,496.2,573.24,39.48,41.454
263-12-5321,Yangon,2/27/2019,Credit card,648.2,558.62,92.6,680.61
702-72-0487,Yangon,2/26/2019,Credit card,93.22,78.32,46.61,97.881
744-16-7898,Mandalay,1/15/2019,Credit card,498.45,576.45,97.37,1022.385
443-60-9639,Naypyitaw,1/24/2019,Cash,60.87,218.79,60.87,63.9135
864-24-7918,Yangon,2/22/2019,Cash,244.9,715.88,24.49,257.145
842-40-8179,Mandalay,02/11/2019,Credit card,502.39,580.14,77.2,810.6
401-09-4232,Naypyitaw,02/11/2019,Ewallet,433.45,585.22,86.69,455.1225
227-78-1148,Mandalay,2/15/2019,Cash,504.3,581.85,72.84,535.374
324-41-6833,Naypyitaw,03/03/2019,Ewallet,241.6,385.51,30.2,253.68
474-33-8305,Naypyitaw,3/23/2019,Ewallet,471.73,118.8,67.39,495.3165
759-29-9521,Yangon,03/04/2019,Cash,440.64,332.5,48.96,462.672
359-94-5395,Mandalay,3/15/2019,Credit card,509.88,588.62,92.78,97.419
220-68-6701,Yangon,3/17/2019,Cash,309.88,313.31,77.47,325.374
618-34-8551,Yangon,1/16/2019,Credit card,186.36,529.2,93.18,195.678
257-60-7754,Yangon,01/08/2019,Cash,200.92,165.5,50.23,210.966
642-30-6693,Mandalay,3/17/2019,Ewallet,510.21,590.8,54.51,343.413
189-55-2313,Naypyitaw,1/31/2019,Ewallet,621.8,722,62.18,652.89
889-04-9723,Mandalay,01/07/2019,Credit card,511.42,593.76,89.14,374.388
380-60-5336,Yangon,2/24/2019,Credit card,402.6,367.08,40.26,422.73
815-04-6282,Naypyitaw,02/08/2019,Credit card,324.85,415.47,64.97,341.0925
674-56-6360,Yangon,3/22/2019,Cash,95.15,83.5,95.15,99.9075
778-34-2523,Yangon,1/24/2019,Cash,388.96,468.26,48.62,408.408
487-79-6868,Mandalay,3/26/2019,Credit card,519.1,604.26,12.29,116.1405
477-59-2456,Naypyitaw,1/23/2019,Cash,318.08,243.72,45.44,333.984
832-51-6761,Yangon,1/19/2019,Ewallet,271.04,478.63,33.88,284.592
548-46-9322,Mandalay,2/20/2019,Credit card,524.16,605.64,39.9,418.95
210-57-1719,Mandalay,02/05/2019,Cash,524.7,607.36,58.24,550.368
727-46-3608,Mandalay,02/06/2019,Ewallet,527.9,610.08,20.01,189.0945
186-43-8965,Yangon,2/24/2019,Credit card,95.36,693.9,47.68,100.128
784-21-9238,Naypyitaw,02/07/2019,Cash,10.17,421.96,10.17,10.6785
276-75-6884,Yangon,03/04/2019,Cash,206.13,553,68.71,216.4365
110-48-7033,Mandalay,1/29/2019,Cash,531.16,617.28,32.62,137.004
569-76-2760,Yangon,1/29/2019,Credit card,88.04,477.67,22.01,92.442
307-85-2293,Mandalay,03/07/2019,Ewallet,538.3,620.9,50.28,263.97
760-53-9233,Yangon,3/26/2019,Credit card,123.84,27.65,41.28,130.032
538-22-0304,Naypyitaw,3/24/2019,Cash,649.5,173.25,64.95,681.975
416-17-9926,Yangon,01/01/2019,Credit card,742.2,650.56,74.22,779.31
237-44-6163,Yangon,1/24/2019,Cash,84.48,160.32,10.56,88.704
437-58-8131,Mandalay,1/15/2019,Ewallet,543.6,623.21,73.52,154.392
490-95-0021,Mandalay,01/08/2019,Ewallet,544.2,623.88,33.21,348.705
528-14-9470,Yangon,2/14/2019,Ewallet,91.3,251.26,91.3,95.865
701-69-8742,Mandalay,3/16/2019,Ewallet,559.02,633.04,34.37,360.885
807-34-3742,Yangon,3/26/2019,Cash,52.38,270.37,52.38,54.999
288-62-1085,Yangon,01/09/2019,Ewallet,192.7,65.78,38.54,202.335
891-01-7034,Mandalay,01/01/2019,Cash,560.34,637,74.71,470.673
660-29-7083,Naypyitaw,1/15/2019,Cash,558.7,235.68,55.87,586.635
271-77-8740,Naypyitaw,01/01/2019,Ewallet,175.32,579.15,29.22,184.086
497-36-0989,Yangon,2/15/2019,Cash,155.82,463.05,51.94,163.611
468-01-2051,Mandalay,03/06/2019,Ewallet,562.32,638.37,62.08,456.288
860-73-6466,Yangon,03/02/2019,Credit card,78.94,108.8,39.47,82.887
549-23-9016,Naypyitaw,2/13/2019,Credit card,29.74,858.96,14.87,31.227
896-34-0956,Yangon,1/26/2019,Cash,21.32,615.6,21.32,22.386
804-38-3935,Yangon,1/30/2019,Credit card,281.34,742.96,93.78,295.407
585-90-0249,Yangon,1/27/2019,Ewallet,73.26,123.88,73.26,76.923
862-29-5914,Naypyitaw,1/30/2019,Credit card,22.38,103.8,22.38,23.499
845-94-6841,Naypyitaw,01/08/2019,Cash,655.92,419.43,72.88,688.716
125-45-2293,Yangon,1/19/2019,Cash,594.6,155.4,99.1,624.33
843-73-4724,Yangon,1/25/2019,Cash,74.1,308,74.1,77.805
409-33-9708,Yangon,2/19/2019,Ewallet,196.96,211.08,98.48,206.808
658-66-3967,Naypyitaw,1/14/2019,Ewallet,372.33,230.89,53.19,390.9465
866-70-2814,Mandalay,2/25/2019,Ewallet,569.17,638.55,52.79,554.295
160-22-2687,Yangon,1/23/2019,Ewallet,479.75,105.28,95.95,503.7375
857-67-9057,Mandalay,02/06/2019,Ewallet,574.88,646.68,22.95,240.975
533-33-5337,Mandalay,02/07/2019,Cash,579.24,647.64,79.39,833.595
748-45-2862,Yangon,03/07/2019,Cash,113.24,420.93,28.31,118.902
709-58-4068,Mandalay,2/28/2019,Cash,580.56,649.44,41.09,431.445
316-66-3011,Yangon,1/23/2019,Cash,428.67,679.8,47.63,450.1035
848-95-6252,Naypyitaw,2/20/2019,Ewallet,86.27,570.4,86.27,90.5835
840-76-5966,Yangon,01/08/2019,Ewallet,25.52,88.41,12.76,26.796
303-96-2227,Mandalay,03/02/2019,Ewallet,585.66,649.8,97.38,1022.49
775-72-1988,Mandalay,1/24/2019,Ewallet,598.26,656.4,73.28,384.72
124-31-1458,Yangon,01/08/2019,Cash,238.77,524.29,79.59,250.7085
176-78-1170,Naypyitaw,1/26/2019,Ewallet,101.43,191.88,33.81,106.5015
710-46-4433,Mandalay,2/15/2019,Credit card,599.52,664.02,77.4,731.43
101-81-4070,Naypyitaw,1/17/2019,Ewallet,125.64,603.72,62.82,131.922
631-34-1880,Naypyitaw,01/08/2019,Credit card,72.93,250.8,24.31,76.5765
852-82-2749,Yangon,01/06/2019,Ewallet,258.36,719.1,64.59,271.278
873-14-6353,Yangon,2/16/2019,Credit card,173.74,796.36,24.82,182.427
584-66-4073,Naypyitaw,3/13/2019,Ewallet,56.5,492.5,56.5,59.325
701-23-5550,Mandalay,3/19/2019,Ewallet,602.96,665.61,38.81,163.002
166-19-2553,Yangon,1/18/2019,Cash,534.36,448.75,89.06,561.078
737-88-5876,Yangon,3/19/2019,Credit card,93.16,187.11,23.29,97.818
154-87-7367,Naypyitaw,3/15/2019,Ewallet,522.08,207.84,65.26,548.184
885-56-0389,Naypyitaw,02/12/2019,Cash,52.35,766.8,52.35,54.9675
640-49-2076,Mandalay,01/10/2019,Cash,603.8,670.53,83.78,703.752
448-61-3783,Yangon,3/21/2019,Credit card,720.16,352.2,90.02,756.168
322-02-2271,Mandalay,02/03/2019,Cash,607.36,671.44,42.97,135.3555
576-31-4774,Mandalay,03/02/2019,Ewallet,609.56,673.67,73.41,231.2415
115-38-7388,Naypyitaw,3/30/2019,Credit card,81.44,97.02,10.18,85.512
115-99-4379,Mandalay,3/14/2019,Credit card,624.33,680.14,54.73,402.2655
291-55-6563,Yangon,3/30/2019,Ewallet,206.52,304.08,34.42,216.846
548-48-3156,Yangon,3/19/2019,Cash,166.68,64.32,83.34,175.014
460-93-5834,Yangon,1/13/2019,Cash,319.06,588.76,45.58,335.013
325-89-4209,Yangon,02/05/2019,Ewallet,87.9,359.6,87.9,92.295
884-80-6021,Yangon,3/23/2019,Ewallet,734.7,204.3,73.47,771.435
137-74-8729,Naypyitaw,3/13/2019,Ewallet,97.52,123.34,12.19,102.396
880-46-5796,Yangon,3/17/2019,Ewallet,769.2,399.9,76.92,807.66
389-70-2397,Naypyitaw,2/21/2019,Cash,418.3,613.7,83.66,439.215
343-75-9322,Mandalay,01/09/2019,Cash,635.18,682.5,11.85,99.54
607-76-6216,Naypyitaw,03/02/2019,Credit card,462.45,318.5,92.49,485.5725
851-98-3555,Mandalay,3/24/2019,Credit card,648.99,685.98,82.88,435.12
152-03-4217,Mandalay,3/17/2019,Credit card,652.3,714.4,11.28,106.596
869-11-3082,Mandalay,1/27/2019,Credit card,662.13,714.78,96.16,403.872
781-84-8059,Naypyitaw,1/18/2019,Ewallet,425.18,429.97,60.74,446.439
409-49-6995,Naypyitaw,02/05/2019,Cash,283.62,350.4,47.27,297.801
725-54-0677,Naypyitaw,03/02/2019,Cash,599.2,708.21,85.6,629.16
146-09-5432,Yangon,02/09/2019,Ewallet,315.36,393.2,35.04,331.128
377-79-7592,Naypyitaw,1/14/2019,Credit card,403.56,37.25,44.84,423.738
282-35-2475,Mandalay,3/25/2019,Cash,664.7,716.04,93.31,195.951
595-94-9924,Yangon,3/26/2019,Credit card,138.65,212.96,27.73,145.5825
865-41-9075,Yangon,1/28/2019,Cash,80.71,116.8,11.53,84.7455
545-07-8534,Naypyitaw,2/14/2019,Ewallet,116.64,634.04,58.32,122.472
118-62-1812,Naypyitaw,3/24/2019,Cash,313.52,85.59,78.38,329.196
450-42-3339,Naypyitaw,02/09/2019,Credit card,846.1,458.8,84.61,888.405
826-58-8051,Mandalay,01/06/2019,Ewallet,668.78,718.74,62.19,261.198
186-71-5196,Yangon,3/27/2019,Ewallet,159.08,455.13,79.54,167.034
277-63-2961,Mandalay,02/03/2019,Credit card,670.24,722.61,73.97,77.6685
766-85-7061,Mandalay,3/29/2019,Ewallet,680.31,723.84,87.87,922.635
151-27-8496,Naypyitaw,1/19/2019,Ewallet,224.52,329.46,56.13,235.746
453-33-6436,Yangon,02/07/2019,Cash,744.96,558.63,93.12,782.208
522-57-8364,Yangon,1/31/2019,Ewallet,410.72,238.68,51.34,431.256
459-45-2396,Yangon,2/25/2019,Cash,298.8,552.96,99.6,313.74
717-96-4189,Naypyitaw,02/02/2019,Cash,212.94,302.4,35.49,223.587
722-13-2115,Naypyitaw,3/14/2019,Credit card,42.85,507.87,42.85,44.9925
749-81-8133,Yangon,03/11/2019,Cash,378.68,442.62,94.67,397.614
525-09-8450,Mandalay,1/31/2019,Credit card,696.6,733.59,72.13,757.365
299-29-0180,Mandalay,03/09/2019,Cash,697.4,735.12,52.18,383.523
246-55-6923,Naypyitaw,03/10/2019,Credit card,322.11,354.9,35.79,338.2155
320-85-2052,Mandalay,1/14/2019,Credit card,699.12,748.68,34.81,36.5505
838-02-1821,Naypyitaw,2/22/2019,Credit card,25.46,374.43,12.73,26.733
887-42-0517,Naypyitaw,01/10/2019,Credit card,581.98,491.04,83.14,611.079
457-12-0244,Naypyitaw,3/14/2019,Ewallet,211.32,885.15,35.22,221.886
569-71-4390,Mandalay,1/25/2019,Ewallet,702.63,753.6,21.87,45.927
172-42-8274,Mandalay,03/02/2019,Credit card,707.44,753.92,38.27,80.367
397-25-8725,Yangon,1/13/2019,Credit card,356.58,300.16,39.62,374.409
210-30-7976,Mandalay,3/14/2019,Ewallet,721.3,755.22,22.32,93.744
427-45-9297,Mandalay,03/12/2019,Ewallet,724.23,759.44,40.73,299.3655
847-38-7188,Mandalay,1/26/2019,Ewallet,724.24,765.16,96.68,304.542
756-93-1854,Naypyitaw,02/02/2019,Credit card,166.7,662,83.35,175.035
243-55-8457,Yangon,2/27/2019,Ewallet,744.4,306.16,74.44,781.62
458-10-8612,Naypyitaw,1/20/2019,Ewallet,448.56,183.75,64.08,470.988
347-72-6115,Mandalay,1/16/2019,Credit card,730.5,777,90.74,666.939
235-06-8510,Naypyitaw,1/24/2019,Ewallet,257.16,200.8,85.72,270.018
433-08-7822,Naypyitaw,01/05/2019,Ewallet,552.23,262.56,78.89,579.8415
361-85-2571,Yangon,3/30/2019,Cash,447.4,138.04,89.48,469.77
131-70-8179,Yangon,2/17/2019,Cash,276.27,666.93,92.09,290.0835
500-02-2261,Naypyitaw,3/21/2019,Ewallet,343.74,255.45,57.29,360.927
720-72-2436,Yangon,03/02/2019,Ewallet,266.08,410.72,66.52,279.384
702-83-5291,Naypyitaw,3/27/2019,Cash,898.38,151.29,99.82,943.299
809-69-9497,Yangon,1/19/2019,Ewallet,456.8,238.56,45.68,479.64
449-16-6770,Yangon,2/19/2019,Credit card,253.95,704.55,50.79,266.6475
333-23-2632,Yangon,3/28/2019,Cash,70.56,551.76,10.08,74.088
489-82-1237,Yangon,01/05/2019,Credit card,657.16,252.6,93.88,690.018
859-97-6048,Naypyitaw,3/26/2019,Credit card,168.5,273.6,84.25,176.925
438-01-4015,Mandalay,3/21/2019,Ewallet,732.48,777.2,49.49,207.858
373-88-1424,Naypyitaw,02/06/2019,Ewallet,179.05,195.12,35.81,188.0025
305-14-0245,Mandalay,03/03/2019,Ewallet,746,792.4,94.49,793.716
239-36-3640,Mandalay,1/31/2019,Ewallet,750.96,795.4,45.35,285.705
401-18-8016,Mandalay,1/21/2019,Cash,755.92,818.16,98.13,103.0365
686-41-0932,Mandalay,3/13/2019,Ewallet,756.81,843.48,34.7,72.87
784-08-0310,Naypyitaw,1/13/2019,Cash,84.16,338.64,21.04,88.368
624-01-8356,Mandalay,1/27/2019,Credit card,758.96,853.92,49.01,514.605
846-10-0341,Yangon,01/06/2019,Cash,297.99,161.76,42.57,312.8895
577-34-7579,Naypyitaw,01/10/2019,Cash,454.41,148.8,50.49,477.1305
862-17-9201,Mandalay,1/29/2019,Credit card,763.68,865.62,84.05,529.515
867-47-1948,Naypyitaw,01/09/2019,Cash,158,117.05,15.8,165.9
384-59-6655,Yangon,2/19/2019,Cash,887.94,425.25,98.66,932.337
256-58-3609,Naypyitaw,3/18/2019,Cash,91.98,441.18,91.98,96.579
324-92-3863,Yangon,02/05/2019,Cash,41.78,252.31,20.89,43.869
593-08-5916,Yangon,3/19/2019,Credit card,15.5,417.42,15.5,16.275
364-34-2972,Naypyitaw,3/30/2019,Cash,290.46,158.22,96.82,304.983
752-23-3760,Mandalay,2/19/2019,Credit card,766,868.38,64.08,470.988
627-95-3243,Mandalay,02/04/2019,Ewallet,772,870.48,77.68,734.076
558-60-5016,Yangon,03/04/2019,Ewallet,299.7,778.62,33.3,314.685
195-06-0432,Yangon,1/13/2019,Credit card,243.03,267.48,81.01,255.1815
605-03-2706,Yangon,3/25/2019,Cash,47.4,459.2,15.8,49.77
387-49-4215,Mandalay,01/08/2019,Cash,790.83,870.98,48.5,152.775
145-94-9061,Mandalay,1/25/2019,Cash,793.28,874.72,88.36,463.89
549-03-9315,Mandalay,02/12/2019,Ewallet,793.9,876.16,94.87,796.908
777-82-7220,Mandalay,03/03/2019,Cash,794.25,879.35,30.12,253.008
531-56-4728,Yangon,02/11/2019,Cash,240.24,362.39,80.08,252.252
744-82-9138,Naypyitaw,02/07/2019,Cash,172.26,197.44,86.13,180.873
438-23-1242,Mandalay,1/24/2019,Ewallet,795.51,883.26,75.88,557.718
221-25-5073,Yangon,03/04/2019,Cash,298.64,494.05,74.66,313.572
830-58-2383,Mandalay,02/08/2019,Cash,812.52,920.48,31.75,133.35
327-40-9673,Mandalay,1/13/2019,Cash,825.8,922.41,72.6,457.38
268-03-6164,Mandalay,1/25/2019,Ewallet,832.5,937.2,96.11,100.9155
728-47-9078,Naypyitaw,1/19/2019,Cash,238.36,148.32,59.59,250.278
809-46-1866,Yangon,1/23/2019,Cash,232.6,91.1,58.15,244.23
139-32-4183,Yangon,3/14/2019,Ewallet,877.32,154.98,97.48,921.186
148-41-7930,Naypyitaw,1/23/2019,Cash,699.72,315.4,99.96,734.706
189-40-5216,Naypyitaw,01/09/2019,Cash,674.59,548.68,96.37,708.3195
785-13-7708,Mandalay,1/14/2019,Credit card,846.3,959.85,73.06,536.991
670-79-6321,Mandalay,1/17/2019,Credit card,874.98,982.55,94.59,695.2365
593-14-4239,Mandalay,03/05/2019,Ewallet,878.7,985.16,95.46,801.864
267-62-7380,Naypyitaw,3/29/2019,Ewallet,823.4,409.64,82.34,864.57
173-82-9529,Mandalay,1/26/2019,Cash,897.57,995.85,37.95,398.475
886-18-2897,Yangon,3/22/2019,Credit card,282.8,244.58,56.56,296.94
608-96-3517,Mandalay,3/23/2019,Credit card,899.64,1029.15,91.54,384.468
745-74-0715,Yangon,03/10/2019,Ewallet,116.06,895.83,58.03,121.863
716-39-1409,Mandalay,3/19/2019,Cash,973.7,1035,30.35,223.0725
652-49-6720,Naypyitaw,2/18/2019,Ewallet,60.95,80.7,60.95,63.9975
233-67-5758,Naypyitaw,1/29/2019,Ewallet,40.35,132.25,40.35,42.3675
743-04-1105,Mandalay,3/18/2019,Ewallet,5000,1102.5,97.22,918.729
727-02-1313,Yangon,03/12/2019,Cash,36.4,459,31.84,33.432
347-56-2442,Yangon,2/22/2019,Cash,65.82,141.4,65.82,69.111
849-09-3807,Yangon,2/18/2019,Cash,618.38,89.76,88.34,649.299
